Number,Name,Categories,Phone,Address,Rating,Rating Count
2632,Tumby's Pizza,"Restaurants, Pizza, American Restaurants",(323) 759-2651,"442 W Manchester Ave, Los Angeles, CA 90003",rating not available/5,Review count not available
2633,The Cheesecake Factory,"Restaurants, Take Out Restaurants, Dessert Restaurants",(323) 931-4082,"6333 W 3rd St, Los Angeles, CA 90036",rating not available/5,Review count not available
2634,Chicken On Fire,"Restaurants, Chicken Restaurants, Barbecue Restaurants",(310) 652-3310,"8500 W Olympic Blvd Ste B, Los Angeles, CA 90035",rating not available/5,Review count not available
2635,The Restaurant Connection,"Restaurants, Family Style Restaurants",(310) 410-2070,"6733 S Sepulveda Blvd Ste 240, Los Angeles, CA 90045",rating not available/5,Review count not available
2636,Koutoubia,"Restaurants, Mediterranean Restaurants, Caterers",(310) 475-0729,"2116 Westwood Blvd, Los Angeles, CA 90025",rating not available/5,Review count not available
2637,96th Street Bistro,"Restaurants, American Restaurants, Steak Houses",(310) 337-2800,"9620 Airport Blvd, Los Angeles, CA 90045",rating not available/5,Review count not available
2638,Pepe's Tacos,"Restaurants, Mexican Restaurants, Latin American Restaurants",(310) 391-8667,"4582 S Centinela Ave, Los Angeles, CA 90066",rating not available/5,Review count not available
2639,Hachi,"Restaurants, Asian Restaurants, Japanese Restaurants",(310) 473-9606,"12009 Wilshire Blvd, Los Angeles, CA 90025",rating not available/5,Review count not available
2640,Giamela's Submarine Sandwiches,"Restaurants, Sandwich Shops, Italian Restaurants",(323) 661-9444,"3178 Los Feliz Blvd, Los Angeles, CA 90039",rating not available/5,(7)
2641,Beverly Soon Tofu Restaurant,"Restaurants, Family Style Restaurants",(213) 380-1113,"2717 W Olympic Blvd, Los Angeles, CA 90006",rating not available/5,(5)
2642,Katsuya - Brentwood,"Restaurants, Japanese Restaurants, Fine Dining Restaurants",(310) 207-8744,"11777 San Vicente Blvd, Los Angeles, CA 90049",rating not available/5,(5)
2643,Malo,"Restaurants, Family Style Restaurants, Caterers",(323) 664-1011,"4326 W Sunset Blvd, Los Angeles, CA 90029",rating not available/5,(5)
2644,Papi's Pizzeria,"Restaurants, Pizza, American Restaurants",(213) 623-3588,"109 E 8th St, Los Angeles, CA 90014",rating not available/5,(4)
2645,Mom's Bar-B-Q,"Restaurants, Barbecue Restaurants, Caterers",(323) 756-8405,"1050 W Imperial Hwy, Los Angeles, CA 90044",rating not available/5,(3)
2646,Conchitas Restaurant,"Restaurants, Asian Restaurants, Family Style Restaurants",(213) 384-4177,"2580 W Pico Blvd, Los Angeles, CA 90006",rating not available/5,(2)
2647,Furaibo,"Restaurants, Asian Restaurants, Japanese Restaurants",(310) 444-1432,"2068 Sawtelle Blvd, Los Angeles, CA 90025",rating not available/5,(2)
2648,Astro Family Restaurant,"Restaurants, American Restaurants, Breakfast, Brunch & Lunch Restaurants",(323) 663-9241,"2300 Fletcher Dr, Los Angeles, CA 90039",rating not available/5,(2)
2649,Bludso's Bar & Que,"Restaurants, Barbecue Restaurants, American Restaurants",(323) 931-2583,"609 N La Brea Ave, Los Angeles, CA 90036",rating not available/5,(1)
2650,El Grullense Restaurant,"Restaurants, Take Out Restaurants, Family Style Restaurants",(213) 487-9540,"2274 W Pico Blvd, Los Angeles, CA 90006",rating not available/5,(1)
2651,Pizza Amore,"Restaurants, Pizza, Italian Restaurants",(323) 778-8805,"6001 S Vermont Ave, Los Angeles, CA 90044",rating not available/5,(1)
2652,Raul's Market & Retaurant,"Restaurants, Family Style Restaurants",(323) 582-4011,"1939 Nadeau St, Los Angeles, CA 90001",rating not available/5,(1)
2653,El Cid,"Restaurants, Breakfast, Brunch & Lunch Restaurants, Dinner Theaters",(323) 668-0318,"4212 W Sunset Blvd, Los Angeles, CA 90029",rating not available/5,(2)
2654,4100 Bar,"Restaurants, Barbecue Restaurants, Bars",(323) 666-4460,"1087 Manzanita St, Los Angeles, CA 90029",rating not available/5,(2)
2655,Franco De Dominicis,"Restaurants, Caterers, Italian Restaurants",(323) 934-3390,"6919 Melrose Ave, Los Angeles, CA 90038",rating not available/5,(2)
2656,Corner Bakery Cafe,"Restaurants, Sandwich Shops, American Restaurants",(310) 358-9146,"100 N La Cienega Blvd, Los Angeles, CA 90048",rating not available/5,(1)
2657,Uncle John's Cafe,"Restaurants, Chinese Restaurants, American Restaurants",(213) 623-3555,"834 S Los Angeles St, Los Angeles, CA 90014",rating not available/5,(1)
2658,Jeoun Restaurant,"Restaurants, Family Style Restaurants",(213) 749-2345,"210 E Olympic Blvd Ste 127, Los Angeles, CA 90015",rating not available/5,(1)
2659,Pizza Man,"Restaurants, Pizza, Italian Restaurants",(213) 388-1414,"509 S Alvarado St, Los Angeles, CA 90057",rating not available/5,(1)
2660,Castle BBQ,"Restaurants, Barbecue Restaurants, Asian Restaurants",(323) 467-3813,"473 N Western Ave, Los Angeles, CA 90004",rating not available/5,(1)
2661,Chan Dara,"Restaurants, Thai Restaurants, Caterers",(323) 467-1052,"310 N Larchmont Blvd, Los Angeles, CA 90004",rating not available/5,(1)
2662,Wahoo's Fish Tacos,"Restaurants, Mexican Restaurants, Seafood Restaurants",(323) 933-2480,"6258 Wilshire Blvd, Los Angeles, CA 90048",rating not available/5,(1)
2663,Mr Pizza,"Restaurants, Pizza, Italian Restaurants",(323) 658-7611,"1511 S Robertson Blvd, Los Angeles, CA 90035",rating not available/5,(1)
2664,IHOP,"Restaurants, Breakfast, Brunch & Lunch Restaurants, American Restaurants",(323) 291-0001,"3625 Stocker St, Los Angeles, CA 90008",rating not available/5,(1)
2665,El Nuevo Ilobasco Family Restaurant,"Restaurants, Family Style Restaurants, Latin American Restaurants",(866) 667-0794,"1436 S Vermont Ave, Los Angeles, CA 90006",rating not available/5,(1)
2666,Roman's Pizza,"Restaurants, Pizza, Italian Restaurants",(213) 386-9099,"240 N Virgil Ave, Los Angeles, CA 90004",rating not available/5,(1)
2667,Villa Sombrero Restaurant,"Restaurants, Pizza, Family Style Restaurants",(323) 256-9014,"6101 York Blvd, Los Angeles, CA 90042",rating not available/5,(1)
2668,Johnny Rockets,"Restaurants, American Restaurants, Take Out Restaurants",(323) 634-0888,"6060 Wilshire Blvd, Los Angeles, CA 90036",rating not available/5,(1)
2669,Golden Seafood Express & Burger,"Restaurants, Seafood Restaurants, Take Out Restaurants",(323) 566-6119,"1601 E Imperial Hwy, Los Angeles, CA 90059",rating not available/5,(1)
2670,Pazzo Pizzeria,"Restaurants, Italian Restaurants, Pizza",(310) 473-3832,"11104 W Olympic Blvd, Los Angeles, CA 90064",rating not available/5,(1)
2671,Point Point Joint Restaurants,"Restaurants, Family Style Restaurants, Filipino Restaurants",(323) 665-4627,"4627 Santa Monica Blvd Ste A, Los Angeles, CA 90029",rating not available/5,Review count not available
2672,Santa Rosa Restaurant,"Restaurants, Mexican Restaurants, Latin American Restaurants",(323) 233-8771,"4307 S Vermont Ave, Los Angeles, CA 90037",rating not available/5,Review count not available
2673,East India Grill,"Restaurants, Indian Restaurants, Caterers",(323) 936-8844,"345 N La Brea Ave, Los Angeles, CA 90036",rating not available/5,Review count not available
2674,Shakey's Pizza Parlor,"Restaurants, Pizza, Take Out Restaurants",(323) 937-4234,"6052 W Olympic Blvd, Los Angeles, CA 90036",rating not available/5,Review count not available
2675,Jacky's Restaurant,"Restaurants, Family Style Restaurants",(213) 896-0028,"310 E 5th St, Los Angeles, CA 90013",rating not available/5,Review count not available
2676,Maple's Restaurant,"Restaurants, Family Style Restaurants, Mexican Restaurants",(213) 622-2494,"232 E 6th St, Los Angeles, CA 90014",rating not available/5,Review count not available
2677,Yorkshire Grill,"Restaurants, American Restaurants, Pizza",(213) 623-3362,"610 W 6th St, Los Angeles, CA 90017",rating not available/5,Review count not available
2678,Hop Li Seafood Restaurant 62713,"Restaurants, Seafood Restaurants, Caterers",(213) 680-3939,"526 Alpine St, Los Angeles, CA 90012",rating not available/5,Review count not available
2679,Mazatlan Mexican Seafood,"Restaurants, Seafood Restaurants, Caterers",(213) 488-1574,"831 S Broadway, Los Angeles, CA 90014",rating not available/5,Review count not available
2680,Pho Broadway,"Restaurants, Vietnamese Restaurants, Chinese Restaurants",(213) 572-2507,"942 N Broadway, Los Angeles, CA 90012",rating not available/5,Review count not available
2681,Afshan Restaurant,"Restaurants, Middle Eastern Restaurants, Caterers",(213) 622-1010,"112 W 9th St, Los Angeles, CA 90015",rating not available/5,Review count not available
2682,Hwang Hae Doh Restaurant,"Restaurants, Family Style Restaurants",(213) 749-1100,"1100 S San Pedro St Ste N04, Los Angeles, CA 90015",rating not available/5,Review count not available
2683,Market Place Restaurant,"Restaurants, Breakfast, Brunch & Lunch Restaurants, Caterers",(213) 622-7285,"1102 Lawrence St, Los Angeles, CA 90021",rating not available/5,Review count not available
2684,Ricky's Restaurant,"Restaurants, Family Style Restaurants",(323) 846-1015,"2604 S San Pedro St, Los Angeles, CA 90011",rating not available/5,Review count not available
2685,Rambutan Thai,"Restaurants, Thai Restaurants, Asian Restaurants",(213) 273-8424,"2835 W Sunset Blvd, Los Angeles, CA 90026",rating not available/5,Review count not available
2686,Fernando's Restaurant,"Restaurants, Family Style Restaurants",(323) 231-7036,"3230 S Central Ave, Los Angeles, CA 90011",rating not available/5,Review count not available
2687,Texis Restaurant,"Restaurants, Family Style Restaurants",(213) 387-8890,"698 S Vermont Ave Ste 106, Los Angeles, CA 90005",rating not available/5,Review count not available
2688,Co Co Roo,"Restaurants, Korean Restaurants, Asian Restaurants",(213) 382-1199,"2740 W Olympic Blvd, Los Angeles, CA 90006",rating not available/5,Review count not available
2689,San Salvador Restaurant,"Restaurants, Family Style Restaurants",(323) 733-3334,"1828 S Vermont Ave, Los Angeles, CA 90006",rating not available/5,Review count not available
2690,Graciela's Restaurant,"Restaurants, Family Style Restaurants, Brew Pubs",(213) 383-4828,"2553 W Pico Blvd, Los Angeles, CA 90006",rating not available/5,Review count not available
2691,El Corredor Restaurant,"Restaurants, Latin American Restaurants, Family Style Restaurants",(323) 737-0905,"1917 S Vermont Ave, Los Angeles, CA 90007",rating not available/5,Review count not available
2692,Maria's Restaurant,"Restaurants, Family Style Restaurants, Latin American Restaurants",(323) 221-1488,"3401 N Figueroa St, Los Angeles, CA 90065",rating not available/5,Review count not available
2693,El Nuevo Mariscos Tampico,"Restaurants, Seafood Restaurants, Mexican Restaurants",(323) 264-2863,"3355 Whittier Blvd, Los Angeles, CA 90023",rating not available/5,Review count not available
2694,Halmae Restaurant,"Restaurants, Family Style Restaurants, Caterers",(213) 385-0655,"3122 W 8th St, Los Angeles, CA 90005",rating not available/5,Review count not available
2695,The Sandoval Restaurant Company,"Restaurants, Family Style Restaurants",(323) 732-1516,"2215 S Vermont Ave, Los Angeles, CA 90007",rating not available/5,Review count not available
2696,La Morenita Oaxaquena Restaurant,"Restaurants, Family Style Restaurants",(213) 365-9201,"3550 W 3rd St, Los Angeles, CA 90020",rating not available/5,Review count not available
2697,Pupuseria El Palmar,"Restaurants, Family Style Restaurants",(213) 487-6560,"3555 W 3rd St, Los Angeles, CA 90020",rating not available/5,Review count not available
2698,Las Tunas Restaurant,"Restaurants, Family Style Restaurants, Caterers",(213) 383-6651,"3603 W 3rd St, Los Angeles, CA 90020",rating not available/5,Review count not available
2699,Round Restaurant,"Restaurants, Family Style Restaurants",(213) 388-4992,"3618 W 3rd St, Los Angeles, CA 90020",rating not available/5,Review count not available
2700,Corea BBQ Inc,"Restaurants, Barbecue Restaurants, Caterers",(213) 384-1312,"3500 W 6th St, Los Angeles, CA 90020",rating not available/5,Review count not available
2701,La Ronda Restaurant,"Restaurants, Family Style Restaurants",(323) 267-0358,"3531 E Cesar E Chavez Ave, Los Angeles, CA 90063",rating not available/5,Review count not available
2702,Denny's,"Restaurants, Breakfast, Brunch & Lunch Restaurants, Family Style Restaurants",(323) 666-5841,"400 N Vermont Ave, Los Angeles, CA 90004",rating not available/5,Review count not available
2703,Camachos Restaurant,"Restaurants, Family Style Restaurants",(323) 735-6276,"2019 Venice Blvd, Los Angeles, CA 90006",rating not available/5,Review count not available
2704,Oo Kook Korean Bbq,"Restaurants, Korean Restaurants, Asian Restaurants",(213) 385-5665,"3385 W 8th St, Los Angeles, CA 90005",rating not available/5,Review count not available
2705,Golazo Restaurant,"Restaurants, Family Style Restaurants",(323) 235-0102,"245 W Martin Luther King Jr Blvd, Los Angeles, CA 90037",rating not available/5,Review count not available
2706,Fu-Shing Restaurant,"Restaurants, Family Style Restaurants",(323) 234-0382,"4152 S Broadway, Los Angeles, CA 90037",rating not available/5,Review count not available
2707,Texis Restaurant Incorp,"Restaurants, Family Style Restaurants",(323) 737-1434,"3087 W Pico Blvd, Los Angeles, CA 90006",rating not available/5,Review count not available
2708,Bangla Bazar & Restaurant,"Restaurants, Family Style Restaurants, Caterers",(213) 380-4070,"4205 W 3rd St, Los Angeles, CA 90020",rating not available/5,Review count not available
2709,Sam Woo Jung Restaurant,"Restaurants, Family Style Restaurants",(213) 384-8615,"345 S Western Ave, Los Angeles, CA 90020",rating not available/5,Review count not available
2710,La Bonita Restaurant,"Restaurants, Family Style Restaurants, Mexican Restaurants",(323) 644-4909,"4874 Santa Monica Blvd, Los Angeles, CA 90029",rating not available/5,Review count not available
2711,Xel Ja Restaurant,"Restaurants, Family Style Restaurants",(323) 231-1399,"4261 S Vermont Ave, Los Angeles, CA 90037",rating not available/5,Review count not available
2712,Metro Balderas Restaurant,"Restaurants, Family Style Restaurants, Caterers",(323) 478-8383,"5305 N Figueroa St, Los Angeles, CA 90042",rating not available/5,Review count not available
2713,El Jacalito Restaurant,"Restaurants, Family Style Restaurants",(323) 467-2515,"1109 N Western Ave, Los Angeles, CA 90029",rating not available/5,Review count not available
2714,Kasandra Pupuseria Restaurant,"Restaurants, Family Style Restaurants",(323) 231-5415,"5736 S Broadway, Los Angeles, CA 90037",rating not available/5,Review count not available
2715,Susana's Restaurant,"Restaurants, Family Style Restaurants",(323) 752-8301,"5218 S Vermont Ave, Los Angeles, CA 90037",rating not available/5,Review count not available
2716,C Pak Seafood,"Restaurants, Seafood Restaurants",(323) 231-2446,"742 E 61st St, Los Angeles, CA 90001",rating not available/5,Review count not available
2717,Little Mexico Seafood Restaurant,"Restaurants, Seafood Restaurants, Family Style Restaurants",(323) 780-9848,"4937 Whittier Blvd, Los Angeles, CA 90022",rating not available/5,Review count not available
2718,El Metapaneco Restaurant,"Restaurants, Family Style Restaurants, Latin American Restaurants",(323) 934-4533,"4483 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
2719,Delias Restaurant,"Restaurants, Take Out Restaurants, Family Style Restaurants",(323) 256-7841,"4501 York Blvd, Los Angeles, CA 90041",rating not available/5,Review count not available
2720,Golden Lotus Restaurant,"Restaurants, Family Style Restaurants",(323) 934-8456,"5001 Wilshire Blvd Ste 102, Los Angeles, CA 90036",rating not available/5,Review count not available
2721,Ondal Restaurant,"Restaurants, Korean Restaurants, Seafood Restaurants",(323) 933-3228,"4566 W Washington Blvd, Los Angeles, CA 90016",rating not available/5,Review count not available
2722,Mando's Family Restaurant,"Restaurants, Family Style Restaurants, American Restaurants",(323) 254-8017,"6483 N Figueroa St, Los Angeles, CA 90042",rating not available/5,Review count not available
2723,Alessi Ristorante,"Restaurants, Italian Restaurants",(323) 935-4922,"6602 Melrose Ave, Los Angeles, CA 90038",rating not available/5,Review count not available
2724,Con Sabor Restaurant,"Restaurants, Latin American Restaurants, Caterers",(323) 936-0231,"5105 Venice Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
2725,Armon's Restaurant,"Restaurants, American Restaurants, Mexican Restaurants",(323) 478-1440,"5056 Eagle Rock Blvd, Los Angeles, CA 90041",rating not available/5,Review count not available
